"id","ip_usuario","tipo_movimiento","origen","elementos_involucrados","fecha_hora","comentarios"
"712","192.168.1.5","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-09 03:50:52","Navegando catalogo"
"713","192.168.1.5","2","Newsletter","btn_agregar_carrito","2025-11-09 03:50:54","Interaccion interfaz"
"714","192.168.1.9","1","Directo","Home_Page","2025-11-09 04:49:00","Inicio de sesion"
"715","192.168.1.9","3","Directo","vista_Jean_Slim_Negro","2025-11-09 04:49:17","Navegando catalogo"
"716","192.168.1.9","2","Directo","img_zoom","2025-11-09 04:49:19","Interaccion interfaz"
"717","192.168.1.9","3","Directo","vista_Chaqueta_Cuero","2025-11-09 04:49:46","Navegando catalogo"
"718","192.168.1.9","2","Directo","btn_ver_tallas","2025-11-09 04:49:48","Interaccion interfaz"
"719","192.168.1.9","3","Directo","vista_Jean_Slim_Negro","2025-11-09 04:50:25","Navegando catalogo"
"720","192.168.1.9","2","Directo","img_zoom","2025-11-09 04:50:27","Interaccion interfaz"
"721","192.168.1.9","3","Directo","vista_Chaqueta_Cuero","2025-11-09 04:51:05","Navegando catalogo"
"722","192.168.1.9","5","Directo","btn_cancelar_checkout","2025-11-09 04:51:49","Abandono en pago"
"723","192.168.1.4","1","Directo","Home_Page","2025-11-09 07:19:00","Inicio de sesion"
"724","192.168.1.4","3","Directo","vista_Jean_Slim_Negro","2025-11-09 07:19:42","Navegando catalogo"
"725","192.168.1.4","3","Directo","vista_Vestido_Verano_Floral","2025-11-09 07:19:51","Navegando catalogo"
"726","192.168.1.4","2","Directo","btn_agregar_carrito","2025-11-09 07:19:53","Interaccion interfaz"
"727","192.168.1.5","1","Newsletter","Home_Page","2025-11-09 09:07:00","Inicio de sesion"
"728","192.168.1.5","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-09 09:07:08","Navegando catalogo"
"729","192.168.1.5","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-09 09:07:19","Navegando catalogo"
"730","192.168.1.5","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-09 09:07:41","Navegando catalogo"
"731","192.168.1.5","2","Newsletter","link_menu_hombres","2025-11-09 09:07:43","Interaccion interfaz"
"732","192.168.1.5","3","Newsletter","vista_Jean_Slim_Negro","2025-11-09 09:08:27","Navegando catalogo"
"733","192.168.1.5","2","Newsletter","img_zoom","2025-11-09 09:08:29","Interaccion interfaz"
"734","192.168.1.5","5","Newsletter","btn_cancelar_checkout","2025-11-09 09:08:42","Abandono en pago"
"735","192.168.1.17","1","Directo","Home_Page","2025-11-09 11:54:00","Inicio de sesion"
"736","192.168.1.17","3","Directo","vista_Zapatillas_Urban","2025-11-09 11:54:41","Navegando catalogo"
"737","192.168.1.17","3","Directo","vista_Camisa_Lino_Blanca","2025-11-09 11:54:49","Navegando catalogo"
"738","192.168.1.17","2","Directo","btn_agregar_carrito","2025-11-09 11:54:51","Interaccion interfaz"
"739","192.168.1.17","3","Directo","vista_Camisa_Lino_Blanca","2025-11-09 11:55:27","Navegando catalogo"
"740","192.168.1.17","3","Directo","vista_Jean_Slim_Negro","2025-11-09 11:55:36","Navegando catalogo"
"741","192.168.1.17","3","Directo","vista_Zapatillas_Urban","2025-11-09 11:55:54","Navegando catalogo"
"742","192.168.1.17","4","Directo","btn_finalizar_pago_exitoso","2025-11-09 11:56:04","Venta Exitosa"
"743","192.168.1.50","1","Facebook","Home_Page","2025-11-09 14:26:00","Inicio de sesion"
"744","192.168.1.50","3","Facebook","vista_Camisa_Lino_Blanca","2025-11-09 14:26:35","Navegando catalogo"
"745","192.168.1.50","3","Facebook","vista_Jean_Slim_Negro","2025-11-09 14:26:51","Navegando catalogo"
"746","192.168.1.4","1","Google Ads","Home_Page","2025-11-09 17:03:00","Inicio de sesion"
"747","192.168.1.4","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-09 17:03:28","Navegando catalogo"
"748","192.168.1.4","2","Google Ads","link_menu_hombres","2025-11-09 17:03:30","Interaccion interfaz"
"749","192.168.1.28","1","Google Ads","Home_Page","2025-11-09 18:01:00","Inicio de sesion"
"750","192.168.1.28","3","Google Ads","vista_Zapatillas_Urban","2025-11-09 18:01:16","Navegando catalogo"
"751","192.168.1.41","1","Instagram Bio","Home_Page","2025-11-09 20:15:00","Inicio de sesion"
"752","192.168.1.41","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-09 20:15:05","Navegando catalogo"
"753","192.168.1.41","2","Instagram Bio","img_zoom","2025-11-09 20:15:07","Interaccion interfaz"
"754","192.168.1.29","1","Google Ads","Home_Page","2025-11-09 20:32:00","Inicio de sesion"
"755","192.168.1.29","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-09 20:32:40","Navegando catalogo"
"756","192.168.1.29","3","Google Ads","vista_Zapatillas_Urban","2025-11-09 20:33:23","Navegando catalogo"
"757","192.168.1.29","2","Google Ads","btn_agregar_carrito","2025-11-09 20:33:25","Interaccion interfaz"
"758","192.168.1.29","3","Google Ads","vista_Chaqueta_Cuero","2025-11-09 20:33:59","Navegando catalogo"
"759","192.168.1.29","2","Google Ads","img_zoom","2025-11-09 20:34:01","Interaccion interfaz"
"760","192.168.1.29","3","Google Ads","vista_Jean_Slim_Negro","2025-11-09 20:34:40","Navegando catalogo"
"761","192.168.1.29","2","Google Ads","btn_ver_tallas","2025-11-09 20:34:42","Interaccion interfaz"
"762","192.168.1.29","5","Google Ads","btn_cancelar_checkout","2025-11-09 20:35:24","Abandono en pago"
"763","192.168.1.3","1","Instagram Bio","Home_Page","2025-11-09 22:40:00","Inicio de sesion"
"764","192.168.1.3","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-09 22:40:34","Navegando catalogo"
"765","192.168.1.3","2","Instagram Bio","img_zoom","2025-11-09 22:40:36","Interaccion interfaz"
"766","192.168.1.29","1","Facebook","Home_Page","2025-11-09 23:01:00","Inicio de sesion"
"767","192.168.1.29","3","Facebook","vista_Chaqueta_Cuero","2025-11-09 23:01:39","Navegando catalogo"
"768","192.168.1.29","2","Facebook","btn_agregar_carrito","2025-11-09 23:01:41","Interaccion interfaz"
"769","192.168.1.29","3","Facebook","vista_Vestido_Verano_Floral","2025-11-09 23:01:54","Navegando catalogo"
"770","192.168.1.29","2","Facebook","btn_ver_tallas","2025-11-09 23:01:56","Interaccion interfaz"
"771","192.168.1.29","3","Facebook","vista_Jean_Slim_Negro","2025-11-09 23:02:19","Navegando catalogo"
"772","192.168.1.29","3","Facebook","vista_Chaqueta_Cuero","2025-11-09 23:02:28","Navegando catalogo"
"773","192.168.1.29","5","Facebook","btn_cancelar_checkout","2025-11-09 23:02:50","Abandono en pago"
"774","192.168.1.17","1","Directo","Home_Page","2025-11-10 00:28:00","Inicio de sesion"
"775","192.168.1.17","3","Directo","vista_Chaqueta_Cuero","2025-11-10 00:28:09","Navegando catalogo"
"776","192.168.1.3","1","Google Ads","Home_Page","2025-11-10 02:52:00","Inicio de sesion"
"777","192.168.1.3","3","Google Ads","vista_Chaqueta_Cuero","2025-11-10 02:52:09","Navegando catalogo"
"778","192.168.1.3","2","Google Ads","btn_agregar_carrito","2025-11-10 02:52:11","Interaccion interfaz"
"779","192.168.1.3","3","Google Ads","vista_Zapatillas_Urban","2025-11-10 02:52:24","Navegando catalogo"
"780","192.168.1.3","2","Google Ads","img_zoom","2025-11-10 02:52:26","Interaccion interfaz"
"781","192.168.1.3","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-10 02:52:54","Navegando catalogo"
"782","192.168.1.3","2","Google Ads","img_zoom","2025-11-10 02:52:56","Interaccion interfaz"
"783","192.168.1.3","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-10 02:53:07","Navegando catalogo"
"784","192.168.1.3","3","Google Ads","vista_Jean_Slim_Negro","2025-11-10 02:53:18","Navegando catalogo"
"785","192.168.1.3","2","Google Ads","btn_agregar_carrito","2025-11-10 02:53:20","Interaccion interfaz"
"786","192.168.1.3","4","Google Ads","btn_finalizar_pago_exitoso","2025-11-10 02:54:04","Venta Exitosa"
"787","192.168.1.25","1","Facebook","Home_Page","2025-11-10 04:13:00","Inicio de sesion"
"788","192.168.1.25","3","Facebook","vista_Jean_Slim_Negro","2025-11-10 04:13:09","Navegando catalogo"
"789","192.168.1.25","3","Facebook","vista_Camisa_Lino_Blanca","2025-11-10 04:13:50","Navegando catalogo"
"790","192.168.1.25","3","Facebook","vista_Jean_Slim_Negro","2025-11-10 04:13:58","Navegando catalogo"
"791","192.168.1.25","3","Facebook","vista_Camisa_Lino_Blanca","2025-11-10 04:14:32","Navegando catalogo"
"792","192.168.1.25","2","Facebook","img_zoom","2025-11-10 04:14:34","Interaccion interfaz"
"793","192.168.1.25","5","Facebook","btn_cancelar_checkout","2025-11-10 04:15:04","Abandono en pago"
"794","192.168.1.47","1","Directo","Home_Page","2025-11-10 05:36:00","Inicio de sesion"
"795","192.168.1.47","3","Directo","vista_Zapatillas_Urban","2025-11-10 05:36:07","Navegando catalogo"
"796","192.168.1.47","2","Directo","btn_agregar_carrito","2025-11-10 05:36:09","Interaccion interfaz"
"797","192.168.1.47","3","Directo","vista_Vestido_Verano_Floral","2025-11-10 05:36:15","Navegando catalogo"
"798","192.168.1.31","1","Newsletter","Home_Page","2025-11-10 05:49:00","Inicio de sesion"
"799","192.168.1.31","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-10 05:49:09","Navegando catalogo"
"800","192.168.1.31","2","Newsletter","link_menu_hombres","2025-11-10 05:49:11","Interaccion interfaz"
"801","192.168.1.31","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-10 05:49:41","Navegando catalogo"
"802","192.168.1.31","2","Newsletter","btn_ver_tallas","2025-11-10 05:49:43","Interaccion interfaz"
"803","192.168.1.31","3","Newsletter","vista_Chaqueta_Cuero","2025-11-10 05:50:04","Navegando catalogo"
"804","192.168.1.34","1","Google Ads","Home_Page","2025-11-10 08:01:00","Inicio de sesion"
"805","192.168.1.34","3","Google Ads","vista_Chaqueta_Cuero","2025-11-10 08:01:07","Navegando catalogo"
"806","192.168.1.34","2","Google Ads","img_zoom","2025-11-10 08:01:09","Interaccion interfaz"
"807","192.168.1.34","3","Google Ads","vista_Chaqueta_Cuero","2025-11-10 08:01:19","Navegando catalogo"
"808","192.168.1.34","2","Google Ads","btn_agregar_carrito","2025-11-10 08:01:21","Interaccion interfaz"
"809","192.168.1.34","3","Google Ads","vista_Jean_Slim_Negro","2025-11-10 08:01:32","Navegando catalogo"
"810","192.168.1.34","2","Google Ads","img_zoom","2025-11-10 08:01:34","Interaccion interfaz"
"811","192.168.1.34","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-10 08:01:40","Navegando catalogo"
"812","192.168.1.34","2","Google Ads","btn_ver_tallas","2025-11-10 08:01:42","Interaccion interfaz"
"813","192.168.1.34","5","Google Ads","btn_cancelar_checkout","2025-11-10 08:02:17","Abandono en pago"
"814","192.168.1.11","1","Newsletter","Home_Page","2025-11-10 08:47:00","Inicio de sesion"
"815","192.168.1.11","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-10 08:47:41","Navegando catalogo"
"816","192.168.1.44","1","Instagram Bio","Home_Page","2025-11-10 09:11:00","Inicio de sesion"
"817","192.168.1.44","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-10 09:11:36","Navegando catalogo"
"818","192.168.1.44","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-10 09:11:56","Navegando catalogo"
"819","192.168.1.44","2","Instagram Bio","link_menu_hombres","2025-11-10 09:11:58","Interaccion interfaz"
"820","192.168.1.44","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-10 09:12:26","Navegando catalogo"
"821","192.168.1.17","1","Instagram Bio","Home_Page","2025-11-10 12:08:00","Inicio de sesion"
"822","192.168.1.17","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-10 12:08:14","Navegando catalogo"
"823","192.168.1.17","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-10 12:08:43","Navegando catalogo"
"824","192.168.1.17","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-10 12:09:03","Navegando catalogo"
"825","192.168.1.17","2","Instagram Bio","btn_ver_tallas","2025-11-10 12:09:05","Interaccion interfaz"
"826","192.168.1.43","1","Instagram Bio","Home_Page","2025-11-10 12:21:00","Inicio de sesion"
"827","192.168.1.43","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-10 12:21:31","Navegando catalogo"
"828","192.168.1.43","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-10 12:21:43","Navegando catalogo"
"829","192.168.1.43","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-10 12:22:01","Navegando catalogo"
"830","192.168.1.43","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-10 12:22:26","Navegando catalogo"
"831","192.168.1.43","5","Instagram Bio","btn_cancelar_checkout","2025-11-10 12:23:10","Abandono en pago"
"832","192.168.1.22","1","Directo","Home_Page","2025-11-10 12:32:00","Inicio de sesion"
"833","192.168.1.22","3","Directo","vista_Zapatillas_Urban","2025-11-10 12:32:23","Navegando catalogo"
"834","192.168.1.22","3","Directo","vista_Vestido_Verano_Floral","2025-11-10 12:32:57","Navegando catalogo"
"835","192.168.1.22","2","Directo","img_zoom","2025-11-10 12:32:59","Interaccion interfaz"
"836","192.168.1.22","3","Directo","vista_Camisa_Lino_Blanca","2025-11-10 12:33:39","Navegando catalogo"
"837","192.168.1.22","2","Directo","img_zoom","2025-11-10 12:33:41","Interaccion interfaz"
"838","192.168.1.22","3","Directo","vista_Chaqueta_Cuero","2025-11-10 12:34:11","Navegando catalogo"
"839","192.168.1.22","5","Directo","btn_cancelar_checkout","2025-11-10 12:34:54","Abandono en pago"
"840","192.168.1.21","1","Google Ads","Home_Page","2025-11-10 15:15:00","Inicio de sesion"
"841","192.168.1.21","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-10 15:15:17","Navegando catalogo"
"842","192.168.1.21","2","Google Ads","link_menu_hombres","2025-11-10 15:15:19","Interaccion interfaz"
"843","192.168.1.21","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-10 15:15:40","Navegando catalogo"
"844","192.168.1.21","3","Google Ads","vista_Jean_Slim_Negro","2025-11-10 15:16:12","Navegando catalogo"
"845","192.168.1.21","2","Google Ads","btn_ver_tallas","2025-11-10 15:16:14","Interaccion interfaz"
"846","192.168.1.50","1","Newsletter","Home_Page","2025-11-10 16:35:00","Inicio de sesion"
"847","192.168.1.50","3","Newsletter","vista_Zapatillas_Urban","2025-11-10 16:35:15","Navegando catalogo"
"848","192.168.1.50","2","Newsletter","btn_agregar_carrito","2025-11-10 16:35:17","Interaccion interfaz"
"849","192.168.1.50","3","Newsletter","vista_Zapatillas_Urban","2025-11-10 16:35:44","Navegando catalogo"
"850","192.168.1.37","1","Facebook","Home_Page","2025-11-10 18:06:00","Inicio de sesion"
"851","192.168.1.37","3","Facebook","vista_Zapatillas_Urban","2025-11-10 18:06:45","Navegando catalogo"
"852","192.168.1.37","3","Facebook","vista_Jean_Slim_Negro","2025-11-10 18:07:16","Navegando catalogo"
"853","192.168.1.37","2","Facebook","btn_ver_tallas","2025-11-10 18:07:18","Interaccion interfaz"
"854","192.168.1.49","1","Google Ads","Home_Page","2025-11-10 21:03:00","Inicio de sesion"
"855","192.168.1.49","3","Google Ads","vista_Zapatillas_Urban","2025-11-10 21:03:19","Navegando catalogo"
"856","192.168.1.49","2","Google Ads","img_zoom","2025-11-10 21:03:21","Interaccion interfaz"
"857","192.168.1.49","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-10 21:03:46","Navegando catalogo"
"858","192.168.1.49","2","Google Ads","btn_ver_tallas","2025-11-10 21:03:48","Interaccion interfaz"
"859","192.168.1.32","1","Newsletter","Home_Page","2025-11-10 23:59:00","Inicio de sesion"
"860","192.168.1.32","3","Newsletter","vista_Chaqueta_Cuero","2025-11-10 23:59:26","Navegando catalogo"
"861","192.168.1.32","2","Newsletter","btn_ver_tallas","2025-11-10 23:59:28","Interaccion interfaz"
"862","192.168.1.32","3","Newsletter","vista_Jean_Slim_Negro","2025-11-11 00:00:12","Navegando catalogo"
"863","192.168.1.32","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-11 00:00:44","Navegando catalogo"
"864","192.168.1.32","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-11 00:01:13","Navegando catalogo"
"865","192.168.1.32","5","Newsletter","btn_cancelar_checkout","2025-11-11 00:02:13","Abandono en pago"
"866","192.168.1.45","1","Instagram Bio","Home_Page","2025-11-11 01:56:00","Inicio de sesion"
"867","192.168.1.45","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-11 01:56:36","Navegando catalogo"
"868","192.168.1.45","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-11 01:56:43","Navegando catalogo"
"869","192.168.1.45","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-11 01:57:11","Navegando catalogo"
"870","192.168.1.45","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-11 01:57:49","Navegando catalogo"
"871","192.168.1.45","2","Instagram Bio","img_zoom","2025-11-11 01:57:51","Interaccion interfaz"
"872","192.168.1.45","5","Instagram Bio","btn_cancelar_checkout","2025-11-11 01:58:30","Abandono en pago"
"873","192.168.1.21","1","Instagram Bio","Home_Page","2025-11-11 04:31:00","Inicio de sesion"
"874","192.168.1.21","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-11 04:31:36","Navegando catalogo"
"875","192.168.1.21","2","Instagram Bio","btn_ver_tallas","2025-11-11 04:31:38","Interaccion interfaz"
"876","192.168.1.21","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-11 04:32:10","Navegando catalogo"
"877","192.168.1.21","2","Instagram Bio","img_zoom","2025-11-11 04:32:12","Interaccion interfaz"
"878","192.168.1.36","1","Newsletter","Home_Page","2025-11-11 06:25:00","Inicio de sesion"
"879","192.168.1.36","3","Newsletter","vista_Jean_Slim_Negro","2025-11-11 06:25:06","Navegando catalogo"
"880","192.168.1.36","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-11 06:25:46","Navegando catalogo"
"881","192.168.1.36","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-11 06:26:10","Navegando catalogo"
"882","192.168.1.36","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-11 06:26:33","Navegando catalogo"
"883","192.168.1.36","2","Newsletter","btn_ver_tallas","2025-11-11 06:26:35","Interaccion interfaz"
"884","192.168.1.36","5","Newsletter","btn_cancelar_checkout","2025-11-11 06:26:59","Abandono en pago"
"885","192.168.1.24","1","Google Ads","Home_Page","2025-11-11 09:15:00","Inicio de sesion"
"886","192.168.1.24","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-11 09:15:19","Navegando catalogo"
"887","192.168.1.24","2","Google Ads","btn_ver_tallas","2025-11-11 09:15:21","Interaccion interfaz"
"888","192.168.1.24","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-11 09:15:59","Navegando catalogo"
"889","192.168.1.24","2","Google Ads","link_menu_hombres","2025-11-11 09:16:01","Interaccion interfaz"
"890","192.168.1.3","1","Google Ads","Home_Page","2025-11-11 10:43:00","Inicio de sesion"
"891","192.168.1.3","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-11 10:43:07","Navegando catalogo"
"892","192.168.1.3","2","Google Ads","btn_agregar_carrito","2025-11-11 10:43:09","Interaccion interfaz"
"893","192.168.1.3","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-11 10:43:22","Navegando catalogo"
"894","192.168.1.3","2","Google Ads","btn_ver_tallas","2025-11-11 10:43:24","Interaccion interfaz"
"895","192.168.1.3","3","Google Ads","vista_Zapatillas_Urban","2025-11-11 10:43:41","Navegando catalogo"
"896","192.168.1.3","2","Google Ads","btn_ver_tallas","2025-11-11 10:43:43","Interaccion interfaz"
"897","192.168.1.3","3","Google Ads","vista_Chaqueta_Cuero","2025-11-11 10:43:48","Navegando catalogo"
